rank	cmap name	mean	n	enrichment	p	specificity	percent non-null	
408	clidinium bromide	0.134	4	0.348	0.60524	0.6644	50	
407	clorsulon	0.322	4	0.349	0.60373	0.807	50	
877	"11-deoxy-16,16-dimethylprostaglandin E2"	0	4	0.35	---	---	0	
489	STOCK1N-35874	0.266	2	0.351	0.91916	0.9627	50	
874	Prestwick-692	0.158	4	0.351	---	---	25	
876	midodrine	0.127	5	0.351	---	---	20	
872	cimetidine	0.029	5	0.352	---	---	20	
401	ciclacillin	0.121	4	0.353	0.58969	0.5564	50	
488	exisulind	0.266	2	0.353	0.91701	0.8986	50	
867	sulmazole	0.253	3	0.356	---	---	33	
868	vinblastine	0	3	0.356	---	---	0	
870	pirinixic acid	0.098	5	0.356	---	---	20	
391	tenoxicam	0.178	4	0.359	0.56512	0.5783	50	
390	cefadroxil	0.142	4	0.36	0.56389	0.4464	50	
855	nomegestrol	0.226	3	0.362	---	---	33	
857	loxapine	0.118	4	0.362	---	---	25	
852	PHA-00767505E	0.155	4	0.364	---	---	25	
381	meglumine	0.025	4	0.366	0.5429	0.4177	50	
850	remoxipride	-0.007	4	0.366	---	---	25	
379	dl-alpha tocopherol	0.168	4	0.367	0.54073	0.3876	50	
848	nefopam	0.061	5	0.367	---	---	20	
255	amitriptyline	0.319	6	0.369	0.30434	0.767	50	
376	meteneprost	0.319	4	0.369	0.53261	0.8533	50	
841	fenspiride	-0.023	5	0.369	---	---	20	
842	pentoxifylline	0.074	5	0.369	---	---	20	
843	cefotetan	0.182	3	0.369	---	---	33	
839	iopamidol	0.164	4	0.37	---	---	25	
840	viomycin	0.159	4	0.37	---	---	25	
838	spiperone	0	2	0.372	---	---	0	
836	aminophylline	-0.184	4	0.373	---	---	0	
364	Prestwick-864	0.141	4	0.374	0.51405	0.3543	50	
365	timolol	0.27	4	0.374	0.51451	0.7584	50	
833	enilconazole	0	4	0.374	---	---	0	
834	beclometasone	-0.025	3	0.374	---	---	33	
243	karakoline	0.342	6	0.375	0.28543	0.4652	50	
360	mefexamide	0.296	4	0.375	0.51141	0.6196	50	
361	sulfacetamide	0.047	4	0.375	0.51191	0.4103	50	
362	aceclofenac	0.139	4	0.375	0.5122	0.3699	50	
830	flunisolide	-0.077	6	0.375	---	---	0	
831	tranexamic acid	0.23	5	0.375	---	---	40	
355	propranolol	0.217	4	0.376	0.50648	0.4318	50	
829	proadifen	0.144	4	0.376	---	---	25	
824	oxetacaine	-0.028	5	0.377	---	---	20	
825	ambroxol	0.109	4	0.377	---	---	25	
826	staurosporine	0	4	0.377	---	---	0	
827	tolmetin	0.072	4	0.377	---	---	25	
348	benzydamine	0.094	4	0.379	0.49894	0.5431	50	
820	piromidic acid	-0.088	4	0.379	---	---	25	
817	dizocilpine	0	5	0.38	---	---	0	
343	Prestwick-1103	0.328	4	0.381	0.48957	0.6957	50	
344	altretamine	0.174	4	0.381	0.49046	0.4516	50	
813	IC-86621	0.002	4	0.381	---	---	25	
811	methanthelinium bromide	0.005	4	0.382	---	---	25	
339	racecadotril	0.176	4	0.383	0.484	0.5385	50	
340	nizatidine	0.162	4	0.383	0.48457	0.5037	50	
806	atropine oxide	0.237	5	0.383	---	---	40	
807	benzathine benzylpenicillin	0.178	4	0.383	---	---	25	
336	chenodeoxycholic acid	0.318	4	0.385	0.47737	0.7802	50	
803	triamcinolone	0.102	5	0.385	---	---	40	
804	sisomicin	0	4	0.385	---	---	0	
799	pyrvinium	-0.112	6	0.386	---	---	16	
800	Prestwick-685	0.025	5	0.386	---	---	20	
801	clomifene	-0.185	4	0.386	---	---	0	
796	carcinine	0.247	4	0.387	---	---	25	
797	mepenzolate bromide	0	5	0.387	---	---	0	
790	mebhydrolin	0.201	4	0.389	---	---	25	
785	probenecid	0.002	4	0.39	---	---	25	
330	fursultiamine	0.118	4	0.391	0.45835	0.2895	50	
331	hexetidine	0.326	4	0.391	0.45835	0.7919	50	
783	methazolamide	-0.16	4	0.391	---	---	0	
779	SB-202190	0.034	5	0.392	---	---	40	
780	antazoline	-0.03	4	0.392	---	---	25	
782	nortriptyline	0	4	0.392	---	---	0	
326	zidovudine	0.328	4	0.393	0.45089	0.4479	50	
776	amiodarone	-0.14	5	0.393	---	---	0	
777	nisoxetine	0.012	4	0.393	---	---	25	
322	naringenin	0.325	4	0.395	0.44719	0.7447	50	
772	valinomycin	0.141	4	0.395	---	---	25	
767	doxylamine	0.093	5	0.396	---	---	40	
768	trichlormethiazide	-0.07	4	0.396	---	---	25	
770	nystatin	0.232	3	0.396	---	---	33	
763	carisoprodol	0.121	4	0.399	---	---	25	
764	ketotifen	0.164	4	0.399	---	---	25	
318	levomepromazine	0.31	4	0.4	0.4307	0.9024	50	
762	brompheniramine	0.198	4	0.4	---	---	25	
758	5155877	0.114	4	0.401	---	---	25	
759	betahistine	-0.176	4	0.401	---	---	0	
313	epitiostanol	0.191	4	0.402	0.42173	0.48	50	
755	MG-262	0	3	0.402	---	---	0	
756	calcium pantothenate	-0.141	4	0.402	---	---	0	
751	trimethylcolchicinic acid	0.08	4	0.404	---	---	25	
752	SR-95639A	0.156	4	0.404	---	---	25	
753	SC-560	0.157	3	0.404	---	---	33	
747	idazoxan	0	4	0.405	---	---	0	
749	pimethixene	0.175	3	0.405	---	---	33	
750	theobromine	0.122	4	0.405	---	---	25	
746	cloxacillin	0	4	0.406	---	---	0	
745	clofazimine	0.228	5	0.407	---	---	40	
305	kaempferol	0.195	4	0.408	0.40198	0.4635	50	
309	amphotericin B	0.194	4	0.408	0.4043	0.4551	50	
743	ozagrel	0.037	4	0.408	---	---	25	
302	mephenytoin	0.338	4	0.412	0.391	0.4911	50	
741	nalidixic acid	-0.035	5	0.412	---	---	20	
739	crotamiton	0	4	0.413	---	---	0	
297	suramin sodium	0.343	4	0.414	0.38372	0.3904	50	
293	3-acetamidocoumarin	0.354	4	0.415	0.38033	0.7152	50	
295	pyrithyldione	0.273	4	0.415	0.38117	0.5824	50	
738	khellin	0.237	5	0.415	---	---	40	
230	ciprofloxacin	0.199	5	0.416	0.27061	0.2326	60	
225	thioperamide	0.338	5	0.417	0.26617	0.6067	60	
290	gabapentin	0.321	4	0.417	0.37522	0.2349	50	
734	cefamandole	0.139	4	0.417	---	---	25	
735	flupentixol	0.028	4	0.417	---	---	25	
730	chlorogenic acid	0.196	4	0.422	---	---	25	
731	iocetamic acid	0.144	4	0.422	---	---	25	
732	pentoxyverine	0	4	0.422	---	---	0	
217	sulfadimethoxine	0.361	5	0.423	0.25307	0.6667	60	
725	pinacidil	0.125	4	0.423	---	---	25	
726	erythromycin	0.113	5	0.423	---	---	20	
724	ramipril	0.179	4	0.424	---	---	25	
278	molsidomine	0.239	4	0.425	0.35433	0.3503	50	
722	kinetin	0.179	4	0.425	---	---	25	
212	piperacillin	0.053	5	0.426	0.24768	0.2595	60	
719	cyanocobalamin	0	4	0.426	---	---	0	
275	15(S)-15-methylprostaglandin E2	0.289	4	0.427	0.34626	0.5367	50	
715	tacrolimus	0.208	3	0.428	---	---	33	
717	furosemide	0.175	4	0.428	---	---	25	
206	acenocoumarol	0.158	5	0.429	0.23947	0.1948	60	
712	antimycin A	-0.105	5	0.429	---	---	0	
707	pyridoxine	0.044	4	0.431	---	---	25	
708	CP-319743	0.19	4	0.431	---	---	25	
709	H-89	0	3	0.431	---	---	0	
710	tretinoin	0.013	22	0.431	---	---	18	
66	methotrexate	0.237	8	0.432	0.07014	0.247	50	
705	ketanserin	0.006	4	0.432	---	---	25	
198	mafenide	0.354	5	0.433	0.23192	0.2621	60	
702	ganciclovir	0	4	0.434	---	---	0	
265	isometheptene	0.306	4	0.436	0.32294	0.485	50	
698	PF-00875133-00	0.206	3	0.437	---	---	33	
692	metoprolol	0.124	4	0.438	---	---	25	
693	aztreonam	0.145	5	0.438	---	---	20	
694	cyproterone	-0.003	4	0.438	---	---	25	
259	alclometasone	0.396	4	0.439	0.31435	0.2595	50	
451	spaglumic acid	0.009	2	0.439	0.71359	0.7222	50	
691	mycophenolic acid	-0.026	3	0.439	---	---	33	
257	vanoxerine	0.265	4	0.44	0.31003	0.4427	50	
688	nomifensine	0.102	5	0.44	---	---	40	
256	myricetin	0.352	4	0.442	0.30655	0.5323	50	
184	hydrochlorothiazide	0.364	5	0.443	0.20957	0.2336	60	
684	butoconazole	0.209	4	0.444	---	---	25	
682	GW-8510	-0.162	4	0.445	---	---	0	
683	0225151-0000	0.042	3	0.445	---	---	33	
247	iohexol	0.336	4	0.447	0.29225	0.5943	50	
251	dicloxacillin	0.146	4	0.447	0.29378	0.255	50	
681	PF-00539758-00	0.165	3	0.447	---	---	33	
679	Prestwick-983	0.264	3	0.448	---	---	33	
680	mometasone	0.119	4	0.448	---	---	25	
48	fludrocortisone	0.231	8	0.449	0.05335	0.3294	62	
174	meclofenamic acid	0.241	5	0.449	0.1986	0.4104	60	
678	dienestrol	0	3	0.449	---	---	0	
241	flucloxacillin	0.273	4	0.45	0.28373	0.2792	50	
242	triflupromazine	0.345	4	0.45	0.28373	0.4592	50	
677	nafcillin	0.038	4	0.45	---	---	25	
675	ipratropium bromide	-0.217	3	0.451	---	---	0	
168	isoxicam	0.354	5	0.452	0.19193	0.5061	60	
236	aconitine	0.27	4	0.453	0.27657	0.2418	50	
674	10-methoxyharmalan	0.173	4	0.453	---	---	25	
235	praziquantel	0.226	4	0.454	0.27538	0.2303	50	
672	syrosingopine	0.015	4	0.454	---	---	25	
673	aminoglutethimide	0	3	0.454	---	---	0	
233	tropine	0.225	4	0.455	0.27409	0.2563	50	
159	thiamphenicol	0.406	5	0.456	0.1845	0.6296	60	
231	CP-863187	0.355	4	0.456	0.27114	0.3239	50	
671	hydrocotarnine	-0.067	4	0.456	---	---	25	
227	Chicago Sky Blue 6B	0.36	4	0.457	0.2672	0.4909	50	
669	0175029-0000	-0.097	6	0.457	---	---	0	
226	propidium iodide	0.336	4	0.458	0.26676	0.2919	50	
668	enoxacin	0.002	4	0.459	---	---	25	
153	biperiden	0.39	5	0.46	0.17661	0.5394	60	
667	Prestwick-559	0	3	0.46	---	---	0	
665	AG-013608	0.113	8	0.462	---	---	25	
666	triflusal	0	3	0.462	---	---	0	
216	iopanoic acid	0.188	4	0.463	0.253	0.1071	50	
219	lobelanidine	0.157	4	0.463	0.25489	0.1678	50	
664	harmaline	0.182	4	0.463	---	---	25	
663	bromperidol	0.225	3	0.464	---	---	33	
215	pilocarpine	0.218	4	0.465	0.24998	0.5283	50	
662	bambuterol	0.153	4	0.465	---	---	25	
213	nitrofural	0.371	4	0.466	0.24816	0.2614	50	
209	ciclopirox	0.369	4	0.468	0.24403	0.715	50	
658	methoxsalen	0.205	3	0.468	---	---	33	
659	riluzole	0.194	5	0.468	---	---	40	
660	sparteine	0.133	4	0.468	---	---	25	
654	quinethazone	0	4	0.469	---	---	0	
655	xylometazoline	0	4	0.469	---	---	0	
656	amoxapine	-0.035	5	0.469	---	---	20	
657	benfluorex	-0.069	4	0.469	---	---	25	
205	decamethonium bromide	0.037	4	0.47	0.23899	0.1748	50	
653	halcinonide	-0.101	5	0.471	---	---	0	
199	sulfanilamide	0.12	4	0.472	0.23338	0.1894	50	
202	lysergol	0.258	4	0.472	0.235	0.242	50	
651	fluvastatin	0.132	4	0.472	---	---	25	
649	latamoxef	0	3	0.473	---	---	0	
304	lumicolchicine	0.173	3	0.474	0.395	0.3261	66	
647	isoetarine	0	4	0.474	---	---	0	
646	trimipramine	0.158	4	0.475	---	---	25	
645	trichostatin A	0.197	182	0.476	---	---	32	
192	harman	0.335	4	0.477	0.22348	0.1591	50	
299	ikarugamycin	0.319	3	0.477	0.38667	0.7167	66	
191	octopamine	0.217	4	0.478	0.2223	0.1977	50	
644	pentolonium	0.112	5	0.478	---	---	40	
124	moroxydine	0.376	5	0.481	0.13926	0.1862	60	
642	tremorine	-0.003	4	0.481	---	---	25	
643	benzthiazide	0	4	0.481	---	---	0	
288	ioxaglic acid	0.022	3	0.482	0.37351	0.3443	66	
641	nitrofurantoin	0.128	5	0.482	---	---	20	
640	idoxuridine	0.31	5	0.483	---	---	40	
638	ornidazole	0.108	5	0.484	---	---	20	
633	naphazoline	0.103	5	0.486	---	---	40	
631	imidurea	0	3	0.488	---	---	0	
110	diprophylline	0.439	5	0.489	0.12713	0.1739	60	
630	metaraminol	0.177	4	0.489	---	---	25	
629	vorinostat	0.095	12	0.49	---	---	25	
628	harmol	0	4	0.492	---	---	25	
627	ticlopidine	0.094	5	0.494	---	---	40	
166	isosorbide	0.263	4	0.495	0.19079	0.1564	50	
162	erastin	0.25	4	0.496	0.18914	0.2753	50	
161	lovastatin	0.154	4	0.498	0.18618	0.3934	50	
625	atropine methonitrate	0.216	3	0.498	---	---	33	
624	niridazole	0.033	4	0.5	---	---	25	
623	imipramine	-0.008	4	0.502	---	---	25	
149	metrizamide	0.285	4	0.505	0.17404	0.3562	50	
150	etoposide	0.363	4	0.505	0.17422	0.4154	50	
619	benfotiamine	0	5	0.506	---	---	0	
260	tetracaine	0.443	3	0.507	0.3147	0.4059	66	
262	Prestwick-972	0.211	3	0.507	0.31648	0.2994	66	
618	simvastatin	0.042	4	0.507	---	---	25	
617	(-)-catechin	0	1	0.508	---	---	0	
615	PF-00562151-00	0.238	8	0.51	---	---	37	
612	meclofenoxate	0.095	6	0.514	---	---	16	
613	urapidil	0.142	4	0.514	---	---	25	
609	citiolone	0.074	6	0.516	---	---	16	
608	pivampicillin	0	4	0.519	---	---	0	
133	hecogenin	0.335	4	0.52	0.15214	0.1221	50	
607	levcycloserine	0	4	0.52	---	---	0	
327	imatinib	0.325	2	0.524	0.45151	0.6235	50	
78	dapsone	0.422	5	0.525	0.08389	0.2541	60	
606	"4,5-dianilinophthalimide"	0	2	0.525	---	---	0	
605	gliclazide	0	4	0.528	---	---	0	
604	prednisolone	0.195	5	0.529	---	---	40	
224	trihexyphenidyl	0.376	3	0.53	0.26476	0.6816	66	
602	STOCK1N-28457	0.188	3	0.53	---	---	33	
603	fludroxycortide	0	5	0.53	---	---	0	
222	betulin	0.417	3	0.532	0.26092	0.2405	66	
223	mevalolactone	0.376	3	0.532	0.26184	0.0876	66	
601	hydrocortisone	0	3	0.534	---	---	0	
68	isoxsuprine	0.211	5	0.537	0.07197	0.0482	60	
112	nifurtimox	0.275	4	0.537	0.12986	0.1019	50	
599	pronetalol	0.149	4	0.539	---	---	25	
210	bacitracin	0.227	3	0.54	0.24467	0.2789	66	
315	5253409	0.303	2	0.54	0.42244	0.4308	50	
207	azapropazone	0.392	3	0.541	0.24281	0.2303	66	
105	0316684-0000	0.287	4	0.543	0.12198	0.0897	50	
597	5152487	0	1	0.546	---	---	0	
596	mianserin	0	5	0.547	---	---	0	
594	MK-886	0	2	0.548	---	---	0	
307	clofibrate	0.187	2	0.551	0.40326	0.3939	50	
190	ifosfamide	0.249	3	0.552	0.22146	0.1293	66	
591	fluocinonide	0	5	0.554	---	---	0	
97	labetalol	0.221	4	0.555	0.10832	0.0867	50	
93	gabexate	0.469	4	0.556	0.10661	0.1962	75	
87	zardaverine	0.209	4	0.558	0.10468	0.1087	75	
181	clemastine	0.426	3	0.561	0.20519	0.4197	66	
177	trapidil	0.322	3	0.562	0.20277	0.3133	66	
581	tonzonium bromide	0	4	0.566	---	---	0	
167	Prestwick-1082	0.481	3	0.568	0.19145	0.5158	66	
578	mitoxantrone	0	3	0.569	---	---	0	
576	mecamylamine	0.176	3	0.572	---	---	33	
81	podophyllotoxin	0.45	4	0.573	0.09021	0.5143	75	
156	Gly-His-Lys	0.458	3	0.575	0.17995	0.4775	66	
574	dexpropranolol	0	3	0.575	---	---	0	
573	NS-398	0.165	3	0.579	---	---	33	
21	lithocholic acid	0.378	6	0.58	0.01943	0.0058	66	
77	furazolidone	0.416	4	0.58	0.08319	0.1936	75	
571	NU-1025	0	2	0.581	---	---	0	
74	meclocycline	0.313	4	0.586	0.0782	0.1278	50	
568	clioquinol	0.109	5	0.586	---	---	20	
71	amantadine	0.349	4	0.589	0.07569	0.195	75	
566	harmine	0	4	0.589	---	---	0	
69	rifampicin	0.274	4	0.591	0.0736	0.1454	75	
565	vidarabine	0.162	4	0.594	---	---	25	
564	salsolidin	0.151	4	0.595	---	---	25	
65	cyclobenzaprine	0.455	4	0.596	0.06996	0.224	75	
562	thioguanosine	0	4	0.597	---	---	0	
61	acetohexamide	0.324	4	0.599	0.06766	0.0175	75	
60	pergolide	0.443	4	0.6	0.06702	0.1073	75	
33	metampicillin	0.257	5	0.604	0.02988	0.1149	60	
56	iopromide	0.387	4	0.604	0.0636	0.0625	75	
57	oxolamine	0.25	4	0.604	0.06419	0.1813	50	
560	PHA-00665752	0	1	0.607	---	---	0	
111	PNU-0293363	0.275	3	0.61	0.12838	0.1321	66	
558	aminocaproic acid	0.249	3	0.613	---	---	33	
50	gentamicin	0.502	4	0.616	0.05566	0.2438	75	
249	mepacrine	0.288	2	0.618	0.29307	0.3177	50	
49	pheneticillin	0.473	4	0.619	0.05365	0.1761	75	
556	artemisinin	0	3	0.621	---	---	0	
555	mesoridazine	0.109	4	0.622	---	---	25	
240	depudecin	0.302	2	0.624	0.28301	0.2125	50	
554	alsterpaullone	0	3	0.627	---	---	0	
88	iodixanol	0.486	3	0.63	0.10476	0.0864	66	
42	leflunomide	0.455	4	0.634	0.04444	0.0848	75	
550	clofilium tosylate	0.253	3	0.636	---	---	33	
39	ribavirin	0.522	4	0.641	0.04044	0.0875	75	
83	isoflupredone	0.531	3	0.645	0.09188	0.4948	66	
14	diphenhydramine	0.534	5	0.654	0.0136	0.0622	80	
546	rifabutin	0	3	0.657	---	---	0	
200	quinostatin	0.341	2	0.659	0.23341	0.4917	50	
544	cefoperazone	0.192	3	0.66	---	---	33	
545	H-7	0	4	0.66	---	---	0	
34	cefaclor	0.304	4	0.661	0.02994	0.0208	75	
543	demecolcine	0	1	0.661	---	---	0	
32	levopropoxyphene	0.517	4	0.662	0.02982	0.0252	75	
542	tyrphostin AG-825	0	1	0.668	---	---	0	
26	lactobionic acid	0.344	4	0.677	0.02373	0.0074	50	
8	monensin	0.501	6	0.679	0.00298	0.1005	83	
541	ethosuximide	0.139	4	0.684	---	---	25	
540	CAY-10397	0.202	3	0.685	---	---	33	
537	N-phenylanthranilic acid	0	1	0.687	---	---	0	
538	doxorubicin	0	3	0.687	---	---	0	
535	azacitidine	0	3	0.698	---	---	0	
16	methyldopate	0.556	4	0.7	0.01669	0.0171	75	
17	lasalocid	0.546	4	0.7	0.01677	0.1177	75	
533	5255229	0	2	0.7	---	---	0	
534	camptothecin	0	3	0.7	---	---	0	
47	irinotecan	0.402	3	0.701	0.05232	0.3318	66	
45	halofantrine	0.49	3	0.703	0.05096	0.069	66	
532	ceftazidime	0.183	3	0.707	---	---	33	
530	alfadolone	0.21	3	0.711	---	---	33	
529	prednicarbate	0.227	3	0.716	---	---	33	
527	cytochalasin B	0	1	0.73	---	---	0	
526	5109870	0	1	0.752	---	---	0	
525	MS-275	0	2	0.753	---	---	0	
524	scriptaid	0.237	3	0.754	---	---	33	
522	5114445	0	1	0.764	---	---	0	
11	sulfapyridine	0.266	4	0.786	0.00408	0	50	
80	5211181	0.31	2	0.791	0.08825	0.0904	50	
15	tolazamide	0.482	3	0.802	0.01584	0.017	66	
72	TTNPB	0.454	2	0.806	0.07601	0.0621	100	
515	oxamic acid	0.399	1	0.809	---	---	100	
7	cyclic adenosine monophosphate	0.594	4	0.813	0.00237	0.0127	100	
514	splitomicin	0.43	1	0.813	---	---	100	
513	phenanthridinone	0.441	1	0.815	---	---	100	
53	STOCK1N-35696	0.548	2	0.83	0.05821	0.1024	100	
4	harpagoside	0.556	4	0.835	0.00115	0.0065	100	
510	5149715	0.507	1	0.84	---	---	100	
3	rilmenidine	0.638	4	0.846	0.00086	0	100	
10	xamoterol	0.596	3	0.876	0.00361	0.006	100	
505	fisetin	0.641	1	0.921	---	---	100	
504	5186223	0.67	1	0.94	---	---	100	
503	"12,13-EODE"	0.691	1	0.951	---	---	100	
502	HC toxin	0.695	1	0.954	---	---	100	
501	BW-B70C	0.744	1	0.973	---	---	100	
500	phenyl biguanide	0.765	1	0.978	---	---	100	
